name,url
The AI Revolution in Project Management: Elevating Productivity with Generative AI,https://books.google.com/books?hl=en&lr=&id=sXriEAAAQBAJ&oi=fnd&pg=PT14&dq=(%22LLM%22+OR+%22large+language+model%22+OR+%22generative+AI%22+OR+%22ChatGPT%22+OR+%22AI+chatbot%22)+AND+(%22productivity%22+OR+%22workplace%22+OR+%22knowledge+work%22+OR+%22task+performance%22+OR+%22professional+writing%22+OR+%22writing+task%22+OR+%22essay+writing%22+OR+%22writing+assistant%22+OR+%22writing+assistance%22+OR+%22writing+skills%22+OR+%22cognitive+load%22+OR+%22cognitive+debt%22+OR+%22metacognition%22+OR+%22metacognitive%22+OR+%22self-regulated+learning%22+OR+%22learning+outcomes%22+OR+%22learning+engagement%22+OR+%22student+engagement%22+OR+%22academic+engagement%22+OR+%22AI+tutor%22+OR+%22tutor%22+OR+%22homework+tutor%22+OR+%22mathematics%22+OR+%22high+school+math%22+OR+%22programming%22+OR+%22programming+assignment%22+OR+%22compiler+error%22+OR+%22automated+assessment%22+OR+%22feedback%22+OR+%22reading+comprehension%22+OR+%22note-taking%22+OR+%22memory+retention%22+OR+%22critical+thinking%22+OR+%22higher+education%22+OR+%22EFL+writing%22+OR+%22assistive+technology%22+OR+%22visual+disability%22+OR+%22GitHub+Copilot%22+OR+%22Copilot%22)&ots=mPi3T2H63w&sig=-6O1Ao_gl3-bZCeBCJTFE6XfzxI
A Systematic Literature Review on the Use of ChatGPT to Support Productivity of Software Developers,https://aisel.aisnet.org/amcis2025/sig_odis/sig_odis/17/
Usability of ChatGPT in the english essay writing proficiency of the BEED students,https://jse.rezkimedia.org/index.php/jse/article/view/338
Generative AI and Multifactor Productivity in Business,https://books.google.com/books?hl=en&lr=&id=n-UEEQAAQBAJ&oi=fnd&pg=PR1&dq=(%22LLM%22+OR+%22large+language+model%22+OR+%22generative+AI%22+OR+%22ChatGPT%22+OR+%22AI+chatbot%22)+AND+(%22productivity%22+OR+%22workplace%22+OR+%22knowledge+work%22+OR+%22task+performance%22+OR+%22professional+writing%22+OR+%22writing+task%22+OR+%22essay+writing%22+OR+%22writing+assistant%22+OR+%22writing+assistance%22+OR+%22writing+skills%22+OR+%22cognitive+load%22+OR+%22cognitive+debt%22+OR+%22metacognition%22+OR+%22metacognitive%22+OR+%22self-regulated+learning%22+OR+%22learning+outcomes%22+OR+%22learning+engagement%22+OR+%22student+engagement%22+OR+%22academic+engagement%22+OR+%22AI+tutor%22+OR+%22tutor%22+OR+%22homework+tutor%22+OR+%22mathematics%22+OR+%22high+school+math%22+OR+%22programming%22+OR+%22programming+assignment%22+OR+%22compiler+error%22+OR+%22automated+assessment%22+OR+%22feedback%22+OR+%22reading+comprehension%22+OR+%22note-taking%22+OR+%22memory+retention%22+OR+%22critical+thinking%22+OR+%22higher+education%22+OR+%22EFL+writing%22+OR+%22assistive+technology%22+OR+%22visual+disability%22+OR+%22GitHub+Copilot%22+OR+%22Copilot%22)&ots=WTy38qYYGj&sig=ngbvNcrcNr7P7QUcXo28mT1K2KY
Future of Productivity Management: The Role of Generative AI,https://www.igi-global.com/chapter/future-of-productivity-management/368885
THE LLM PRODUCTIVITY CLIFF: THRESHOLD PRODUCTIVITY AND AI-NATIVE INEQUALITY,https://www.authorea.com/doi/full/10.22541/au.176479278.82636337
Leveraging AI ChatGPT as a Research Assistant: An Analysis of Its Impact on Productivity and Research Output among Graduate Students in Pakistan,http://jals.miard.org/index.php/jals/article/view/173
Addressing the productivity paradox in healthcare with retrieval augmented generative AI chatbots,https://ieeexplore.ieee.org/abstract/document/10540818/
Using artificial intelligence in academic writing and research: An essential productivity tool,https://www.sciencedirect.com/science/article/pii/S2666990024000120
Organizing for Generative AI and the Productivity Revolution: Reshaping Organizational Roles in the Age of Artificial Intelligence,https://books.google.com/books?hl=en&lr=&id=vbUvEQAAQBAJ&oi=fnd&pg=PR5&dq=(%22LLM%22+OR+%22large+language+model%22+OR+%22generative+AI%22+OR+%22ChatGPT%22+OR+%22AI+chatbot%22)+AND+(%22productivity%22+OR+%22workplace%22+OR+%22knowledge+work%22+OR+%22task+performance%22+OR+%22professional+writing%22+OR+%22writing+task%22+OR+%22essay+writing%22+OR+%22writing+assistant%22+OR+%22writing+assistance%22+OR+%22writing+skills%22+OR+%22cognitive+load%22+OR+%22cognitive+debt%22+OR+%22metacognition%22+OR+%22metacognitive%22+OR+%22self-regulated+learning%22+OR+%22learning+outcomes%22+OR+%22learning+engagement%22+OR+%22student+engagement%22+OR+%22academic+engagement%22+OR+%22AI+tutor%22+OR+%22tutor%22+OR+%22homework+tutor%22+OR+%22mathematics%22+OR+%22high+school+math%22+OR+%22programming%22+OR+%22programming+assignment%22+OR+%22compiler+error%22+OR+%22automated+assessment%22+OR+%22feedback%22+OR+%22reading+comprehension%22+OR+%22note-taking%22+OR+%22memory+retention%22+OR+%22critical+thinking%22+OR+%22higher+education%22+OR+%22EFL+writing%22+OR+%22assistive+technology%22+OR+%22visual+disability%22+OR+%22GitHub+Copilot%22+OR+%22Copilot%22)&ots=dYPFACExlb&sig=3zAVdcMRVykPpMZA6bTVIong6lk
Practical Generative AI with ChatGPT: Unleash your prompt engineering potential with OpenAI technologies for productivity and creativity,https://books.google.com/books?hl=en&lr=&id=u2JREQAAQBAJ&oi=fnd&pg=PP1&dq=(%22LLM%22+OR+%22large+language+model%22+OR+%22generative+AI%22+OR+%22ChatGPT%22+OR+%22AI+chatbot%22)+AND+(%22productivity%22+OR+%22workplace%22+OR+%22knowledge+work%22+OR+%22task+performance%22+OR+%22professional+writing%22+OR+%22writing+task%22+OR+%22essay+writing%22+OR+%22writing+assistant%22+OR+%22writing+assistance%22+OR+%22writing+skills%22+OR+%22cognitive+load%22+OR+%22cognitive+debt%22+OR+%22metacognition%22+OR+%22metacognitive%22+OR+%22self-regulated+learning%22+OR+%22learning+outcomes%22+OR+%22learning+engagement%22+OR+%22student+engagement%22+OR+%22academic+engagement%22+OR+%22AI+tutor%22+OR+%22tutor%22+OR+%22homework+tutor%22+OR+%22mathematics%22+OR+%22high+school+math%22+OR+%22programming%22+OR+%22programming+assignment%22+OR+%22compiler+error%22+OR+%22automated+assessment%22+OR+%22feedback%22+OR+%22reading+comprehension%22+OR+%22note-taking%22+OR+%22memory+retention%22+OR+%22critical+thinking%22+OR+%22higher+education%22+OR+%22EFL+writing%22+OR+%22assistive+technology%22+OR+%22visual+disability%22+OR+%22GitHub+Copilot%22+OR+%22Copilot%22)&ots=LFDzAm3bjN&sig=RCalbS8wErdddU-QrEOXZytxJyc
Using ChatGPT as a writing assistant: A study on essay quality development among Indonesian EFL University Students,https://vm113.upi.edu/index.php/ijal/article/view/258
Artificial intelligence-based language modelling: The effect of ChatGPT application on writing skills in the context of teaching English as a foreign language,https://acikerisim.uludag.edu.tr/items/68ddad61-a55a-401a-8729-df5fc3c13eb7
ChatGPT and Improvement in Productivity: An analytical Study,https://bbejournal.com/BBE/article/view/1022
Appropriateness of llm-equipped robotic well-being coach language in the workplace: A qualitative evaluation,https://ieeexplore.ieee.org/abstract/document/10731269/
The Impact of ChatGPT on Academic Writing Skills and Knowledge: An Investigation of Its Use in Argumentative Essays.,https://eric.ed.gov/?id=EJ1470999
The Effect of Generative AI on the Productivity of Consultants,https://search.proquest.com/openview/a02304b5d86922dacfe44d2c451d739f/1?pq-origsite=gscholar&cbl=2026366&diss=y
THE IMPACT OF GENERATIVE AI ON WORKFORCE PRODUCTIVITY AND CREATIVE PROBLEM SOLVING,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5268208
Generative AI: boosting adaptability and reducing workplace overload,https://www.tandfonline.com/doi/abs/10.1080/08874417.2024.2417672
Collaborative processing of ChatGPT-generated feedback: Effects on L2 writing task improvement and learning,https://scholarspace.manoa.hawaii.edu/items/46bc7cb5-5d37-48a4-9cfd-881d5fa69643
Exploring the impacts of chatgpt on future scientific work,https://www.researchgate.net/profile/Claire-Mason-9/publication/372380638_Exploring_the_Impacts_of_ChatGPT_on_Future_Scientific_Work/links/64d2ffe8d3e680065aa1dc43/Exploring-the-Impacts-of-ChatGPT-on-Future-Scientific-Work.pdf
